Company,Website,Industry,Product/service,Business type,Employee count,Revenue,Year founded,BBB rating,Street,City,State,Company phone,Company linkedin,Owner's First Name,Owner's  Last name,Owner's title,Owner's linkedin,Owner's  phone,Owner's  email,Source,Converted
Company_232,www.company_232.com,Retail,Consumer Goods,B2B,1147,52596899,1963,B,614 Main St,City_88,FL,-9115,https://linkedin.com/company/company_232,First230,Last125,CTO,https://linkedin.com/in/first230last125,-5711,first230.last125@company_232.com,Ad Campaign,0
Company_233,www.company_233.com,Healthcare,Online Courses,B2B,166,24233277,1968,A+,258 Main St,City_60,FL,-5464,https://linkedin.com/company/company_233,First378,Last479,Marketing Director,https://linkedin.com/in/first378last479,-2949,first378.last479@company_233.com,Ad Campaign,1
Company_234,www.company_234.com,Manufacturing,Software,B2B,546,56875993,1980,A+,967 Main St,City_64,IL,-7117,https://linkedin.com/company/company_234,First539,Last421,VP Sales,https://linkedin.com/in/first539last421,-2662,first539.last421@company_234.com,Webinar,1
Company_235,www.company_235.com,Technology,Consulting,B2C,1141,19321242,1996,A,924 Main St,City_45,IL,-3042,https://linkedin.com/company/company_235,First478,Last697,Marketing Director,https://linkedin.com/in/first478last697,-4619,first478.last697@company_235.com,Cold Email,0
Company_236,www.company_236.com,Healthcare,Financial Services,B2B,1587,38037226,1958,B,701 Main St,City_16,NY,-11230,https://linkedin.com/company/company_236,First444,Last515,CEO,https://linkedin.com/in/first444last515,-4005,first444.last515@company_236.com,Referral,1
Company_237,www.company_237.com,Manufacturing,Consulting,B2C,1647,82550685,2019,A+,948 Main St,City_51,TX,-11118,https://linkedin.com/company/company_237,First958,Last727,CTO,https://linkedin.com/in/first958last727,-10079,first958.last727@company_237.com,Cold Email,1
Company_238,www.company_238.com,Manufacturing,Medical Equipment,B2B,53,88949481,2013,A+,360 Main St,City_70,FL,-9521,https://linkedin.com/company/company_238,First282,Last129,Founder,https://linkedin.com/in/first282last129,-6014,first282.last129@company_238.com,Webinar,1
Company_239,www.company_239.com,Manufacturing,Software,B2B,813,11516757,1995,A,927 Main St,City_60,FL,-3928,https://linkedin.com/company/company_239,First158,Last176,Marketing Director,https://linkedin.com/in/first158last176,-9277,first158.last176@company_239.com,Website,1
Company_240,www.company_240.com,Manufacturing,Medical Equipment,B2B,880,57415945,1979,B,441 Main St,City_92,CA,-10041,https://linkedin.com/company/company_240,First84,Last47,Marketing Director,https://linkedin.com/in/first84last47,-4691,first84.last47@company_240.com,Cold Email,0
Company_241,www.company_241.com,Retail,Consulting,B2C,209,78006501,1993,A,940 Main St,City_45,CA,-4764,https://linkedin.com/company/company_241,First510,Last911,Marketing Director,https://linkedin.com/in/first510last911,-3171,first510.last911@company_241.com,Cold Email,1
Company_242,www.company_242.com,Retail,Medical Equipment,B2C,200,11651409,1982,A+,618 Main St,City_70,IL,-2906,https://linkedin.com/company/company_242,First305,Last465,CEO,https://linkedin.com/in/first305last465,-3331,first305.last465@company_242.com,Website,1
Company_243,www.company_243.com,Technology,Consulting,B2C,948,79332916,1991,A,765 Main St,City_14,IL,-4036,https://linkedin.com/company/company_243,First209,Last349,Marketing Director,https://linkedin.com/in/first209last349,-4970,first209.last349@company_243.com,Ad Campaign,1
Company_244,www.company_244.com,Education,Consumer Goods,B2C,988,14081528,1961,B,544 Main St,City_41,TX,-9411,https://linkedin.com/company/company_244,First999,Last409,CTO,https://linkedin.com/in/first999last409,-3179,first999.last409@company_244.com,Cold Email,0
Company_245,www.company_245.com,Manufacturing,Financial Services,B2B,597,50638135,2010,A+,672 Main St,City_98,IL,-7834,https://linkedin.com/company/company_245,First126,Last274,VP Sales,https://linkedin.com/in/first126last274,-6596,first126.last274@company_245.com,Ad Campaign,0
Company_246,www.company_246.com,Healthcare,Software,B2B,1522,89438053,2014,A+,941 Main St,City_85,IL,-5365,https://linkedin.com/company/company_246,First885,Last631,VP Sales,https://linkedin.com/in/first885last631,-5887,first885.last631@company_246.com,Ad Campaign,0
Company_247,www.company_247.com,Healthcare,Medical Equipment,B2C,348,24667790,1989,A+,393 Main St,City_60,NY,-3028,https://linkedin.com/company/company_247,First511,Last528,VP Sales,https://linkedin.com/in/first511last528,-3998,first511.last528@company_247.com,LinkedIn,0
Company_248,www.company_248.com,Education,Online Courses,B2B,36,37126182,1970,A+,631 Main St,City_26,IL,-7422,https://linkedin.com/company/company_248,First518,Last469,CTO,https://linkedin.com/in/first518last469,-4066,first518.last469@company_248.com,Ad Campaign,1
Company_249,www.company_249.com,Manufacturing,Medical Equipment,B2B,786,86197818,1989,A+,157 Main St,City_28,IL,-4217,https://linkedin.com/company/company_249,First612,Last904,VP Sales,https://linkedin.com/in/first612last904,-6181,first612.last904@company_249.com,Cold Email,0
Company_250,www.company_250.com,Manufacturing,Software,B2B,1125,67652809,1955,A,778 Main St,City_52,TX,-5015,https://linkedin.com/company/company_250,First745,Last375,VP Sales,https://linkedin.com/in/first745last375,-8654,first745.last375@company_250.com,Cold Email,0
Company_251,www.company_251.com,Technology,Online Courses,B2B,508,1328807,1973,A,607 Main St,City_92,NY,-10334,https://linkedin.com/company/company_251,First372,Last567,Founder,https://linkedin.com/in/first372last567,-8576,first372.last567@company_251.com,Referral,0
Company_252,www.company_252.com,Finance,Financial Services,B2C,1939,38067791,1991,B,927 Main St,City_84,TX,-4741,https://linkedin.com/company/company_252,First846,Last639,Marketing Director,https://linkedin.com/in/first846last639,-2690,first846.last639@company_252.com,Referral,0
Company_253,www.company_253.com,Healthcare,Software,B2C,1903,63542983,1982,A+,319 Main St,City_1,TX,-3017,https://linkedin.com/company/company_253,First572,Last962,Founder,https://linkedin.com/in/first572last962,-4736,first572.last962@company_253.com,Ad Campaign,0
Company_254,www.company_254.com,Healthcare,Financial Services,B2C,370,90140053,1968,A,643 Main St,City_9,CA,-9718,https://linkedin.com/company/company_254,First40,Last141,Founder,https://linkedin.com/in/first40last141,-7009,first40.last141@company_254.com,LinkedIn,0
Company_255,www.company_255.com,Manufacturing,Online Courses,B2B,273,45245249,1953,A,201 Main St,City_95,FL,-5726,https://linkedin.com/company/company_255,First144,Last336,Marketing Director,https://linkedin.com/in/first144last336,-9103,first144.last336@company_255.com,Cold Email,0
Company_256,www.company_256.com,Healthcare,Online Courses,B2C,1821,45018675,1983,A,765 Main St,City_5,FL,-2389,https://linkedin.com/company/company_256,First849,Last522,Marketing Director,https://linkedin.com/in/first849last522,-2700,first849.last522@company_256.com,LinkedIn,0
Company_257,www.company_257.com,Retail,Financial Services,B2C,1968,83059736,1960,A,549 Main St,City_47,CA,-4941,https://linkedin.com/company/company_257,First378,Last340,CEO,https://linkedin.com/in/first378last340,-3237,first378.last340@company_257.com,LinkedIn,1
Company_258,www.company_258.com,Manufacturing,Medical Equipment,B2B,990,82534203,2011,A,516 Main St,City_85,TX,-9014,https://linkedin.com/company/company_258,First991,Last672,Marketing Director,https://linkedin.com/in/first991last672,-2947,first991.last672@company_258.com,Webinar,0
Company_259,www.company_259.com,Healthcare,Consumer Goods,B2B,1204,63449631,1971,A,372 Main St,City_69,NY,-10418,https://linkedin.com/company/company_259,First537,Last645,Marketing Director,https://linkedin.com/in/first537last645,-11260,first537.last645@company_259.com,LinkedIn,0
Company_260,www.company_260.com,Healthcare,Consumer Goods,B2B,1958,54233825,1989,A+,347 Main St,City_28,CA,-8042,https://linkedin.com/company/company_260,First196,Last20,VP Sales,https://linkedin.com/in/first196last20,-8125,first196.last20@company_260.com,Cold Email,0
Company_261,www.company_261.com,Finance,Consulting,B2C,859,62712095,2012,A,678 Main St,City_4,IL,-8379,https://linkedin.com/company/company_261,First514,Last794,Marketing Director,https://linkedin.com/in/first514last794,-6159,first514.last794@company_261.com,LinkedIn,1
Company_262,www.company_262.com,Retail,Consumer Goods,B2B,1657,8931924,1995,B,753 Main St,City_76,FL,-2541,https://linkedin.com/company/company_262,First213,Last575,Founder,https://linkedin.com/in/first213last575,-10202,first213.last575@company_262.com,Website,0
Company_263,www.company_263.com,Finance,Financial Services,B2C,1765,62301082,1972,A+,542 Main St,City_91,NY,-9140,https://linkedin.com/company/company_263,First471,Last935,Marketing Director,https://linkedin.com/in/first471last935,-4548,first471.last935@company_263.com,Cold Email,1
Company_264,www.company_264.com,Manufacturing,Medical Equipment,B2C,706,23295170,1968,A,641 Main St,City_78,NY,-10772,https://linkedin.com/company/company_264,First981,Last253,Founder,https://linkedin.com/in/first981last253,-6726,first981.last253@company_264.com,Webinar,0
Company_265,www.company_265.com,Education,Consulting,B2C,666,62770767,2000,B,998 Main St,City_42,NY,-7260,https://linkedin.com/company/company_265,First707,Last722,VP Sales,https://linkedin.com/in/first707last722,-8927,first707.last722@company_265.com,Cold Email,0
Company_266,www.company_266.com,Finance,Medical Equipment,B2C,1664,72662038,1968,A+,497 Main St,City_38,FL,-5186,https://linkedin.com/company/company_266,First693,Last557,VP Sales,https://linkedin.com/in/first693last557,-2212,first693.last557@company_266.com,LinkedIn,1
Company_267,www.company_267.com,Education,Consulting,B2C,1404,11174355,1963,A+,302 Main St,City_53,CA,-2310,https://linkedin.com/company/company_267,First355,Last947,VP Sales,https://linkedin.com/in/first355last947,-2960,first355.last947@company_267.com,Website,0
Company_268,www.company_268.com,Education,Consumer Goods,B2C,1901,77014300,1990,A+,731 Main St,City_55,FL,-4169,https://linkedin.com/company/company_268,First278,Last956,Marketing Director,https://linkedin.com/in/first278last956,-7289,first278.last956@company_268.com,Website,1
Company_269,www.company_269.com,Education,Consulting,B2B,498,51408081,1970,A,424 Main St,City_48,FL,-10193,https://linkedin.com/company/company_269,First246,Last249,CEO,https://linkedin.com/in/first246last249,-6420,first246.last249@company_269.com,Website,0
Company_270,www.company_270.com,Manufacturing,Consulting,B2B,1093,75031500,1996,A+,523 Main St,City_76,IL,-8540,https://linkedin.com/company/company_270,First339,Last735,VP Sales,https://linkedin.com/in/first339last735,-9031,first339.last735@company_270.com,Referral,1
Company_271,www.company_271.com,Retail,Consulting,B2B,537,27190738,1987,D,887 Main St,City_29,NY,-3354,https://linkedin.com/company/company_271,First417,Last669,VP Sales,https://linkedin.com/in/first417last669,-2771,first417.last669@company_271.com,LinkedIn,0
Company_272,www.company_272.com,Retail,Consulting,B2C,1969,8759522,2015,A+,261 Main St,City_91,CA,-6332,https://linkedin.com/company/company_272,First930,Last788,CEO,https://linkedin.com/in/first930last788,-5409,first930.last788@company_272.com,Website,1
Company_273,www.company_273.com,Manufacturing,Consulting,B2B,577,16177579,1955,C,829 Main St,City_27,NY,-5763,https://linkedin.com/company/company_273,First428,Last904,CTO,https://linkedin.com/in/first428last904,-4808,first428.last904@company_273.com,Referral,0
Company_274,www.company_274.com,Finance,Online Courses,B2B,146,73243586,1997,C,848 Main St,City_84,TX,-9506,https://linkedin.com/company/company_274,First898,Last39,CEO,https://linkedin.com/in/first898last39,-3272,first898.last39@company_274.com,Cold Email,1
Company_275,www.company_275.com,Manufacturing,Financial Services,B2B,1164,23599306,1969,C,991 Main St,City_97,TX,-2946,https://linkedin.com/company/company_275,First292,Last466,Marketing Director,https://linkedin.com/in/first292last466,-8140,first292.last466@company_275.com,Webinar,1
Company_276,www.company_276.com,Finance,Consulting,B2C,237,94653864,1986,A+,916 Main St,City_41,CA,-5448,https://linkedin.com/company/company_276,First339,Last167,VP Sales,https://linkedin.com/in/first339last167,-5063,first339.last167@company_276.com,Website,1
Company_277,www.company_277.com,Education,Consumer Goods,B2B,1732,63488426,1968,A+,432 Main St,City_46,TX,-9965,https://linkedin.com/company/company_277,First810,Last303,Marketing Director,https://linkedin.com/in/first810last303,-8245,first810.last303@company_277.com,Website,1
Company_278,www.company_278.com,Healthcare,Consulting,B2C,449,66575936,1994,B,701 Main St,City_92,FL,-6515,https://linkedin.com/company/company_278,First336,Last89,VP Sales,https://linkedin.com/in/first336last89,-10574,first336.last89@company_278.com,Website,1
Company_279,www.company_279.com,Technology,Consulting,B2B,1009,73490510,1998,A,786 Main St,City_84,NY,-6738,https://linkedin.com/company/company_279,First7,Last268,VP Sales,https://linkedin.com/in/first7last268,-10805,first7.last268@company_279.com,Ad Campaign,1
Company_280,www.company_280.com,Finance,Medical Equipment,B2C,1687,11144590,1977,A+,183 Main St,City_97,FL,-9829,https://linkedin.com/company/company_280,First12,Last268,Founder,https://linkedin.com/in/first12last268,-7782,first12.last268@company_280.com,Website,0
Company_281,www.company_281.com,Healthcare,Software,B2B,109,92227433,2015,A,918 Main St,City_75,NY,-6331,https://linkedin.com/company/company_281,First416,Last703,Marketing Director,https://linkedin.com/in/first416last703,-9572,first416.last703@company_281.com,Website,1
Company_282,www.company_282.com,Education,Consumer Goods,B2B,775,22532851,2019,A,766 Main St,City_2,TX,-2866,https://linkedin.com/company/company_282,First377,Last630,CTO,https://linkedin.com/in/first377last630,-8244,first377.last630@company_282.com,Ad Campaign,1
Company_283,www.company_283.com,Healthcare,Online Courses,B2B,272,59330626,2014,A,410 Main St,City_45,FL,-6436,https://linkedin.com/company/company_283,First383,Last426,Marketing Director,https://linkedin.com/in/first383last426,-5691,first383.last426@company_283.com,LinkedIn,0
Company_284,www.company_284.com,Manufacturing,Consumer Goods,B2B,1436,21078981,1977,B,376 Main St,City_54,FL,-8525,https://linkedin.com/company/company_284,First895,Last807,CEO,https://linkedin.com/in/first895last807,-10803,first895.last807@company_284.com,Webinar,0
Company_285,www.company_285.com,Finance,Financial Services,B2C,1662,38409051,1981,A+,550 Main St,City_67,FL,-8515,https://linkedin.com/company/company_285,First115,Last64,Marketing Director,https://linkedin.com/in/first115last64,-3371,first115.last64@company_285.com,Webinar,1
Company_286,www.company_286.com,Healthcare,Financial Services,B2B,564,52969791,2006,A+,217 Main St,City_33,FL,-8749,https://linkedin.com/company/company_286,First453,Last120,CTO,https://linkedin.com/in/first453last120,-5139,first453.last120@company_286.com,Website,1
Company_287,www.company_287.com,Manufacturing,Online Courses,B2B,837,9237344,1996,C,247 Main St,City_19,IL,-9679,https://linkedin.com/company/company_287,First829,Last57,VP Sales,https://linkedin.com/in/first829last57,-3872,first829.last57@company_287.com,Ad Campaign,0
Company_288,www.company_288.com,Manufacturing,Online Courses,B2C,1420,89623105,1997,A,727 Main St,City_56,FL,-2941,https://linkedin.com/company/company_288,First474,Last689,Founder,https://linkedin.com/in/first474last689,-4110,first474.last689@company_288.com,Website,0
Company_289,www.company_289.com,Technology,Online Courses,B2C,930,37475319,2008,B,678 Main St,City_75,NY,-10359,https://linkedin.com/company/company_289,First593,Last75,CEO,https://linkedin.com/in/first593last75,-6240,first593.last75@company_289.com,LinkedIn,1
Company_290,www.company_290.com,Education,Consumer Goods,B2B,1262,87864530,1999,A,361 Main St,City_59,CA,-5576,https://linkedin.com/company/company_290,First958,Last916,CEO,https://linkedin.com/in/first958last916,-3976,first958.last916@company_290.com,LinkedIn,1
Company_291,www.company_291.com,Technology,Medical Equipment,B2C,128,6399492,1984,A+,186 Main St,City_6,NY,-8830,https://linkedin.com/company/company_291,First785,Last657,VP Sales,https://linkedin.com/in/first785last657,-10755,first785.last657@company_291.com,Cold Email,0
Company_292,www.company_292.com,Finance,Online Courses,B2C,435,62299283,1966,A+,208 Main St,City_96,FL,-4779,https://linkedin.com/company/company_292,First137,Last670,Founder,https://linkedin.com/in/first137last670,-3923,first137.last670@company_292.com,Referral,0
Company_293,www.company_293.com,Healthcare,Financial Services,B2C,1882,90938394,2000,A,998 Main St,City_42,NY,-9697,https://linkedin.com/company/company_293,First855,Last4,CEO,https://linkedin.com/in/first855last4,-2796,first855.last4@company_293.com,Cold Email,1
Company_294,www.company_294.com,Finance,Consumer Goods,B2C,1008,70053044,1993,A,238 Main St,City_68,NY,-3708,https://linkedin.com/company/company_294,First254,Last472,Founder,https://linkedin.com/in/first254last472,-8740,first254.last472@company_294.com,Ad Campaign,1
Company_295,www.company_295.com,Education,Consulting,B2B,870,86634282,2000,A+,608 Main St,City_17,IL,-10077,https://linkedin.com/company/company_295,First630,Last785,CEO,https://linkedin.com/in/first630last785,-8420,first630.last785@company_295.com,Ad Campaign,1
Company_296,www.company_296.com,Healthcare,Software,B2B,1003,86590964,1957,A,383 Main St,City_5,IL,-6197,https://linkedin.com/company/company_296,First613,Last689,CEO,https://linkedin.com/in/first613last689,-2492,first613.last689@company_296.com,Ad Campaign,0
Company_297,www.company_297.com,Retail,Software,B2C,1850,9276748,1996,A,239 Main St,City_21,FL,-2825,https://linkedin.com/company/company_297,First223,Last773,CEO,https://linkedin.com/in/first223last773,-3858,first223.last773@company_297.com,Ad Campaign,0
Company_298,www.company_298.com,Manufacturing,Medical Equipment,B2B,1552,3783909,1966,B,982 Main St,City_19,FL,-8034,https://linkedin.com/company/company_298,First327,Last592,Marketing Director,https://linkedin.com/in/first327last592,-10047,first327.last592@company_298.com,Website,0
Company_299,www.company_299.com,Education,Consulting,B2C,1256,19571461,1982,C,315 Main St,City_23,FL,-5119,https://linkedin.com/company/company_299,First227,Last424,Founder,https://linkedin.com/in/first227last424,-5986,first227.last424@company_299.com,Cold Email,0
Company_300,www.company_300.com,Technology,Financial Services,B2B,978,79467898,2000,A,786 Main St,City_4,IL,-4844,https://linkedin.com/company/company_300,First570,Last508,CEO,https://linkedin.com/in/first570last508,-3900,first570.last508@company_300.com,Cold Email,0
Company_301,www.company_301.com,Retail,Consumer Goods,B2C,1877,65376240,2021,B,246 Main St,City_63,TX,-4816,https://linkedin.com/company/company_301,First714,Last427,VP Sales,https://linkedin.com/in/first714last427,-9708,first714.last427@company_301.com,Ad Campaign,1
Company_302,www.company_302.com,Education,Online Courses,B2B,724,54201105,1971,B,448 Main St,City_86,IL,-6352,https://linkedin.com/company/company_302,First247,Last870,CTO,https://linkedin.com/in/first247last870,-2603,first247.last870@company_302.com,Cold Email,0
Company_303,www.company_303.com,Retail,Consulting,B2C,198,89896264,1973,C,646 Main St,City_56,FL,-9441,https://linkedin.com/company/company_303,First423,Last992,VP Sales,https://linkedin.com/in/first423last992,-9200,first423.last992@company_303.com,Webinar,0
Company_304,www.company_304.com,Manufacturing,Consulting,B2C,117,57521126,1979,A+,746 Main St,City_67,NY,-1578,https://linkedin.com/company/company_304,First339,Last663,CEO,https://linkedin.com/in/first339last663,-7415,first339.last663@company_304.com,LinkedIn,1
Company_305,www.company_305.com,Education,Software,B2B,652,81372708,2009,A+,227 Main St,City_73,IL,-5328,https://linkedin.com/company/company_305,First690,Last620,Marketing Director,https://linkedin.com/in/first690last620,-5113,first690.last620@company_305.com,Referral,1
Company_306,www.company_306.com,Technology,Consulting,B2B,806,65165901,1953,A,513 Main St,City_95,TX,-5056,https://linkedin.com/company/company_306,First311,Last980,CEO,https://linkedin.com/in/first311last980,-2739,first311.last980@company_306.com,Ad Campaign,0
Company_307,www.company_307.com,Healthcare,Consumer Goods,B2B,1318,26250956,2010,B,182 Main St,City_16,IL,-9833,https://linkedin.com/company/company_307,First937,Last249,Marketing Director,https://linkedin.com/in/first937last249,-9588,first937.last249@company_307.com,Website,1
Company_308,www.company_308.com,Healthcare,Online Courses,B2B,1502,45645655,1980,A,607 Main St,City_34,TX,-4894,https://linkedin.com/company/company_308,First390,Last478,Marketing Director,https://linkedin.com/in/first390last478,-6009,first390.last478@company_308.com,Website,1
Company_309,www.company_309.com,Education,Medical Equipment,B2C,1658,38736252,2002,A+,906 Main St,City_65,IL,-2536,https://linkedin.com/company/company_309,First478,Last101,VP Sales,https://linkedin.com/in/first478last101,-10081,first478.last101@company_309.com,Cold Email,1
Company_310,www.company_310.com,Healthcare,Medical Equipment,B2C,1341,41380792,1980,A,436 Main St,City_55,FL,-7329,https://linkedin.com/company/company_310,First885,Last227,CTO,https://linkedin.com/in/first885last227,-8932,first885.last227@company_310.com,Referral,0
Company_311,www.company_311.com,Education,Financial Services,B2C,1592,52029747,1981,A+,981 Main St,City_14,NY,-10031,https://linkedin.com/company/company_311,First338,Last236,VP Sales,https://linkedin.com/in/first338last236,-9298,first338.last236@company_311.com,Webinar,1
Company_312,www.company_312.com,Healthcare,Online Courses,B2C,1087,8282535,1961,A+,730 Main St,City_31,IL,-10264,https://linkedin.com/company/company_312,First990,Last741,VP Sales,https://linkedin.com/in/first990last741,-9206,first990.last741@company_312.com,LinkedIn,0
Company_313,www.company_313.com,Healthcare,Consumer Goods,B2C,1619,38747224,1975,A+,885 Main St,City_96,FL,-8569,https://linkedin.com/company/company_313,First501,Last189,Marketing Director,https://linkedin.com/in/first501last189,-7684,first501.last189@company_313.com,Website,1
Company_314,www.company_314.com,Technology,Financial Services,B2B,944,95250968,2013,B,256 Main St,City_28,CA,-5105,https://linkedin.com/company/company_314,First968,Last838,CEO,https://linkedin.com/in/first968last838,-6707,first968.last838@company_314.com,Referral,0
Company_315,www.company_315.com,Finance,Consulting,B2B,432,40082531,1964,A+,918 Main St,City_13,NY,-9846,https://linkedin.com/company/company_315,First10,Last224,Marketing Director,https://linkedin.com/in/first10last224,-8480,first10.last224@company_315.com,LinkedIn,0
Company_316,www.company_316.com,Education,Software,B2C,405,47523958,1978,A,927 Main St,City_91,CA,-9652,https://linkedin.com/company/company_316,First7,Last545,Marketing Director,https://linkedin.com/in/first7last545,-5191,first7.last545@company_316.com,LinkedIn,0
Company_317,www.company_317.com,Technology,Software,B2C,1041,47506955,1960,A,884 Main St,City_68,TX,-8253,https://linkedin.com/company/company_317,First18,Last515,VP Sales,https://linkedin.com/in/first18last515,-9704,first18.last515@company_317.com,Ad Campaign,0
Company_318,www.company_318.com,Technology,Software,B2B,1321,72839625,1966,A+,200 Main St,City_48,FL,-8280,https://linkedin.com/company/company_318,First540,Last259,Founder,https://linkedin.com/in/first540last259,-3374,first540.last259@company_318.com,Cold Email,1
Company_319,www.company_319.com,Finance,Software,B2C,231,12474888,2020,D,112 Main St,City_82,IL,-6759,https://linkedin.com/company/company_319,First579,Last250,CTO,https://linkedin.com/in/first579last250,-5715,first579.last250@company_319.com,Cold Email,0
Company_320,www.company_320.com,Retail,Software,B2B,1128,92713228,1994,A+,848 Main St,City_34,IL,-10131,https://linkedin.com/company/company_320,First387,Last566,VP Sales,https://linkedin.com/in/first387last566,-9445,first387.last566@company_320.com,Referral,1
Company_321,www.company_321.com,Retail,Software,B2B,944,86561588,1977,A+,587 Main St,City_54,IL,-10247,https://linkedin.com/company/company_321,First661,Last804,Founder,https://linkedin.com/in/first661last804,-2216,first661.last804@company_321.com,Webinar,1
Company_322,www.company_322.com,Technology,Financial Services,B2B,1341,46526160,2003,A+,749 Main St,City_53,FL,-4156,https://linkedin.com/company/company_322,First487,Last278,CEO,https://linkedin.com/in/first487last278,-6089,first487.last278@company_322.com,Referral,0
Company_323,www.company_323.com,Retail,Medical Equipment,B2B,1798,83111541,1963,A+,237 Main St,City_35,TX,-4356,https://linkedin.com/company/company_323,First17,Last985,CTO,https://linkedin.com/in/first17last985,-5247,first17.last985@company_323.com,Webinar,1
Company_324,www.company_324.com,Healthcare,Consumer Goods,B2C,545,11468856,2009,C,957 Main St,City_65,TX,-5395,https://linkedin.com/company/company_324,First167,Last578,CTO,https://linkedin.com/in/first167last578,-5413,first167.last578@company_324.com,Webinar,0
Company_325,www.company_325.com,Finance,Consumer Goods,B2C,1530,72889684,1991,A+,798 Main St,City_47,NY,-6739,https://linkedin.com/company/company_325,First810,Last706,CEO,https://linkedin.com/in/first810last706,-10658,first810.last706@company_325.com,Webinar,0
Company_326,www.company_326.com,Retail,Medical Equipment,B2B,523,18764179,2006,A+,737 Main St,City_12,NY,-8961,https://linkedin.com/company/company_326,First859,Last78,Founder,https://linkedin.com/in/first859last78,-9723,first859.last78@company_326.com,Webinar,0
Company_327,www.company_327.com,Manufacturing,Financial Services,B2C,461,67587903,1957,D,324 Main St,City_87,TX,-11265,https://linkedin.com/company/company_327,First31,Last650,Founder,https://linkedin.com/in/first31last650,-10688,first31.last650@company_327.com,LinkedIn,0
Company_328,www.company_328.com,Finance,Consulting,B2C,1254,65929275,1993,A,317 Main St,City_4,IL,-10487,https://linkedin.com/company/company_328,First443,Last191,Marketing Director,https://linkedin.com/in/first443last191,-9156,first443.last191@company_328.com,Website,0
Company_329,www.company_329.com,Finance,Software,B2C,1557,28581082,2020,B,461 Main St,City_57,CA,-8716,https://linkedin.com/company/company_329,First85,Last275,CTO,https://linkedin.com/in/first85last275,-10455,first85.last275@company_329.com,LinkedIn,0
Company_330,www.company_330.com,Retail,Consumer Goods,B2B,1388,834275,1977,B,590 Main St,City_65,TX,-8640,https://linkedin.com/company/company_330,First370,Last110,CEO,https://linkedin.com/in/first370last110,-9120,first370.last110@company_330.com,Referral,0
Company_331,www.company_331.com,Education,Online Courses,B2C,563,86950024,1995,B,341 Main St,City_26,CA,-10595,https://linkedin.com/company/company_331,First136,Last90,CTO,https://linkedin.com/in/first136last90,-4673,first136.last90@company_331.com,LinkedIn,1
Company_332,www.company_332.com,Finance,Financial Services,B2C,950,88862789,1976,A+,837 Main St,City_15,CA,-7747,https://linkedin.com/company/company_332,First363,Last568,CEO,https://linkedin.com/in/first363last568,-9589,first363.last568@company_332.com,Webinar,1
Company_333,www.company_333.com,Manufacturing,Medical Equipment,B2C,602,46719069,1995,A+,322 Main St,City_94,IL,-2834,https://linkedin.com/company/company_333,First398,Last798,CEO,https://linkedin.com/in/first398last798,-2637,first398.last798@company_333.com,Website,1
Company_334,www.company_334.com,Manufacturing,Consulting,B2B,1189,51635568,1999,A,622 Main St,City_95,NY,-5100,https://linkedin.com/company/company_334,First143,Last276,Founder,https://linkedin.com/in/first143last276,-9888,first143.last276@company_334.com,Cold Email,1
Company_335,www.company_335.com,Finance,Consulting,B2B,361,56524721,1968,A+,410 Main St,City_82,TX,-2360,https://linkedin.com/company/company_335,First432,Last307,VP Sales,https://linkedin.com/in/first432last307,-6519,first432.last307@company_335.com,Referral,1
Company_336,www.company_336.com,Education,Medical Equipment,B2B,1301,97319178,1992,B,344 Main St,City_80,IL,-10605,https://linkedin.com/company/company_336,First609,Last632,CTO,https://linkedin.com/in/first609last632,-9899,first609.last632@company_336.com,LinkedIn,0
Company_337,www.company_337.com,Technology,Consulting,B2C,499,57179389,2014,A+,526 Main St,City_39,IL,-5644,https://linkedin.com/company/company_337,First341,Last862,Marketing Director,https://linkedin.com/in/first341last862,-8524,first341.last862@company_337.com,LinkedIn,0
Company_338,www.company_338.com,Education,Online Courses,B2C,1072,52082472,1986,A,173 Main St,City_36,FL,-6331,https://linkedin.com/company/company_338,First140,Last308,Founder,https://linkedin.com/in/first140last308,-9771,first140.last308@company_338.com,Webinar,1
Company_339,www.company_339.com,Retail,Consulting,B2C,1792,93035015,2015,A+,666 Main St,City_72,IL,-7034,https://linkedin.com/company/company_339,First992,Last327,Founder,https://linkedin.com/in/first992last327,-4200,first992.last327@company_339.com,Website,1
Company_340,www.company_340.com,Retail,Consumer Goods,B2C,744,32891816,2003,D,859 Main St,City_27,NY,-4418,https://linkedin.com/company/company_340,First334,Last386,Founder,https://linkedin.com/in/first334last386,-6892,first334.last386@company_340.com,LinkedIn,1
Company_341,www.company_341.com,Education,Software,B2B,984,18417940,1984,A,710 Main St,City_91,FL,-7142,https://linkedin.com/company/company_341,First185,Last699,Marketing Director,https://linkedin.com/in/first185last699,-6954,first185.last699@company_341.com,Referral,0
Company_342,www.company_342.com,Retail,Online Courses,B2B,1119,40274673,2017,A,213 Main St,City_1,TX,-5108,https://linkedin.com/company/company_342,First852,Last710,CEO,https://linkedin.com/in/first852last710,-6104,first852.last710@company_342.com,LinkedIn,0
Company_343,www.company_343.com,Retail,Online Courses,B2B,1929,20581913,2014,A,500 Main St,City_22,NY,-5080,https://linkedin.com/company/company_343,First259,Last675,CTO,https://linkedin.com/in/first259last675,-9909,first259.last675@company_343.com,Website,1
